bound_size,question_id,equivalent,error,time_cost,generated_sql,gold_sql
1,0,False,,0.185327,SELECT T1.PERCENT_ELIGIBLE_FREE_K12 FROM FRPM AS T1 JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.COUNTY = 'ALAMEDA' ORDER BY T1.PERCENT_ELIGIBLE_FREE_K12 DESC LIMIT 1,SELECT FREE_MEAL_COUNT_K12 / ENROLLMENT_K12 FROM FRPM WHERE COUNTY_NAME = 'ALAMEDA' ORDER BY (CAST(FREE_MEAL_COUNT_K12 AS REAL) / ENROLLMENT_K12) DESC LIMIT 1
2,0,False,,0.39888999999999997,SELECT T1.PERCENT_ELIGIBLE_FREE_K12 FROM FRPM AS T1 JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.COUNTY = 'ALAMEDA' ORDER BY T1.PERCENT_ELIGIBLE_FREE_K12 DESC LIMIT 1,SELECT FREE_MEAL_COUNT_K12 / ENROLLMENT_K12 FROM FRPM WHERE COUNTY_NAME = 'ALAMEDA' ORDER BY (CAST(FREE_MEAL_COUNT_K12 AS REAL) / ENROLLMENT_K12) DESC LIMIT 1
3,0,False,,0.8498870000000001,SELECT T1.PERCENT_ELIGIBLE_FREE_K12 FROM FRPM AS T1 JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.COUNTY = 'ALAMEDA' ORDER BY T1.PERCENT_ELIGIBLE_FREE_K12 DESC LIMIT 1,SELECT FREE_MEAL_COUNT_K12 / ENROLLMENT_K12 FROM FRPM WHERE COUNTY_NAME = 'ALAMEDA' ORDER BY (CAST(FREE_MEAL_COUNT_K12 AS REAL) / ENROLLMENT_K12) DESC LIMIT 1
4,0,False,,1.582356,SELECT T1.PERCENT_ELIGIBLE_FREE_K12 FROM FRPM AS T1 JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.COUNTY = 'ALAMEDA' ORDER BY T1.PERCENT_ELIGIBLE_FREE_K12 DESC LIMIT 1,SELECT FREE_MEAL_COUNT_K12 / ENROLLMENT_K12 FROM FRPM WHERE COUNTY_NAME = 'ALAMEDA' ORDER BY (CAST(FREE_MEAL_COUNT_K12 AS REAL) / ENROLLMENT_K12) DESC LIMIT 1
5,0,False,,5.501246,SELECT T1.PERCENT_ELIGIBLE_FREE_K12 FROM FRPM AS T1 JOIN SCHOOLS AS T2 ON T1.CDSCODE = T2.CDSCODE WHERE T2.COUNTY = 'ALAMEDA' ORDER BY T1.PERCENT_ELIGIBLE_FREE_K12 DESC LIMIT 1,SELECT FREE_MEAL_COUNT_K12 / ENROLLMENT_K12 FROM FRPM WHERE COUNTY_NAME = 'ALAMEDA' ORDER BY (CAST(FREE_MEAL_COUNT_K12 AS REAL) / ENROLLMENT_K12) DESC LIMIT 1
1,1,True,,0.146308,SELECT (CAST(FREE_MEAL_COUNT_AGES_5_17 AS REAL) / ENROLLMENT_AGES_5_17) AS PERCENT_ELIGIBLE_FREE_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' ORDER BY PERCENT_ELIGIBLE_FREE_AGES_5_17 ASC LIMIT 3,SELECT FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' AND FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 IS NOT NULL ORDER BY FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 ASC LIMIT 3
2,1,True,,0.21053100000000002,SELECT (CAST(FREE_MEAL_COUNT_AGES_5_17 AS REAL) / ENROLLMENT_AGES_5_17) AS PERCENT_ELIGIBLE_FREE_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' ORDER BY PERCENT_ELIGIBLE_FREE_AGES_5_17 ASC LIMIT 3,SELECT FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' AND FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 IS NOT NULL ORDER BY FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 ASC LIMIT 3
3,1,True,,0.364033,SELECT (CAST(FREE_MEAL_COUNT_AGES_5_17 AS REAL) / ENROLLMENT_AGES_5_17) AS PERCENT_ELIGIBLE_FREE_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' ORDER BY PERCENT_ELIGIBLE_FREE_AGES_5_17 ASC LIMIT 3,SELECT FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' AND FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 IS NOT NULL ORDER BY FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 ASC LIMIT 3
4,1,False,,1.021154,SELECT (CAST(FREE_MEAL_COUNT_AGES_5_17 AS REAL) / ENROLLMENT_AGES_5_17) AS PERCENT_ELIGIBLE_FREE_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' ORDER BY PERCENT_ELIGIBLE_FREE_AGES_5_17 ASC LIMIT 3,SELECT FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' AND FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 IS NOT NULL ORDER BY FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 ASC LIMIT 3
5,1,False,,1.8713440000000001,SELECT (CAST(FREE_MEAL_COUNT_AGES_5_17 AS REAL) / ENROLLMENT_AGES_5_17) AS PERCENT_ELIGIBLE_FREE_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' ORDER BY PERCENT_ELIGIBLE_FREE_AGES_5_17 ASC LIMIT 3,SELECT FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 FROM FRPM WHERE EDUCATIONAL_OPTION_TYPE = 'CONTINUATION SCHOOL' AND FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 IS NOT NULL ORDER BY FREE_MEAL_COUNT_AGES_5_17 / ENROLLMENT_AGES_5_17 ASC LIMIT 3
